Test_0,Test_1,Test_2,Test_3,Test_4,Test_5,Test_6,Test_7,Test_8,Test_9,Test_10,Test_11,Test_12,Test_13,Test_14,Test_15,RMA
217.8,B,Low,OP-17,True,411.8,False,True,,65.1,may,294,2,-1,0,,False
246.84,B,Low,OP-1,True,53.0,False,True,2018.0,43.4,jul,78,4,-1,0,,False
326.7,F,Mid,OP-1,True,159.60000000000002,False,True,,93.0,may,891,4,-1,0,,True
283.14,D,Low,OP-4,True,444.56,False,True,2018.0,34.1,may,299,2,-1,0,,False
333.96,F,Low,OP-17,True,158.3,True,True,2018.0,34.1,aug,138,3,-1,0,,False
384.78,F,Low,OP-1,True,1233.66,False,True,,46.5,may,190,6,-1,0,,False
384.78,L,Low,OP-1,True,1637.7,False,False,2018.0,43.4,may,410,5,-1,0,,False
268.62,F,Low,OP-1,True,477.58,False,True,,58.9,may,229,3,-1,0,,False
326.7,D,Low,OP-4,True,3463.42,True,True,,34.1,jun,42,2,-1,0,,False
261.36,D,High,OP-1,True,50.14,True,True,,15.5,jun,152,2,-1,0,,False
413.82,F,Low,OP-1,True,271.14,True,False,,15.5,may,225,1,-1,0,,False
399.3,L,Low,OP-17,True,104.22,True,False,2018.0,24.8,jul,256,1,-1,0,,False
304.92,D,Low,OP-1,True,846.52,False,True,,83.7,may,32,1,-1,0,,False
232.32,D,Mid,OP-1,True,-13.299999999999995,True,False,,6.2,jul,957,3,-1,0,,False
304.92,H,Mid,OP-1,True,318.72,False,True,,15.5,may,146,2,-1,0,,False
333.96,B,Low,OP-1,True,170.26,False,False,2018.0,40.3,may,389,4,-1,0,,False
217.8,C,Low,OP-17,True,63.92,True,True,2018.0,77.5,aug,115,6,-1,0,,False
319.44,G,Low,OP-17,True,953.38,False,False,2018.0,86.8,aug,210,3,-1,0,,False
225.06,C,Low,OP-17,True,1338.7,True,True,2018.0,34.1,aug,445,1,-1,0,,False
370.26,G,Low,OP-17,True,1457.78,True,True,,18.6,jun,42,1,-1,0,,False
406.56,C,Low,OP-17,True,4088.2,True,True,2018.0,55.8,nov,420,1,-1,0,,False
232.32,J,Low,OP-1,True,493.44,False,True,2018.0,86.8,jan,929,1,-1,0,,False
275.88,D,Low,OP-4,True,941.94,False,True,,62.0,jun,324,5,-1,0,,False
341.22,H,Mid,OP-1,True,713.4,True,True,2018.0,55.8,nov,110,5,-1,0,,False
290.4,C,Low,OP-17,True,76.14,False,False,2019.0,27.9,feb,148,6,-1,0,,False
355.74,E,Low,OP-4,True,180.14,False,True,,83.7,may,84,4,-1,0,,False
283.14,E,Low,OP-1,True,122.16,True,True,2018.0,34.1,may,102,2,-1,0,,False
384.78,D,Low,OP-1,True,59.5,True,True,2018.0,68.2,aug,528,2,-1,0,,True
435.6,L,Low,OP-4,True,71.46000000000001,True,True,2018.0,31.0,jul,121,3,-1,0,,False
370.26,C,Mid,OP-17,False,38.7,False,True,2018.0,55.8,aug,119,6,-1,0,,False
312.18,D,High,OP-4,True,27.78,False,False,2018.0,96.1,jul,747,4,-1,0,,False
355.74,C,Low,OP-1,True,474.98,False,True,2018.0,58.9,nov,1081,2,-1,0,,True
254.1,C,High,OP-17,True,175.98000000000002,True,False,2018.0,15.5,aug,37,2,-1,0,,False
326.7,D,High,OP-4,True,272.44,True,True,,15.5,jun,1018,3,-1,0,,True
261.36,C,Low,OP-17,True,141.4,False,True,2018.0,62.0,apr,68,2,-1,0,,False
341.22,C,Mid,OP-17,True,53.0,True,True,,34.1,jun,58,3,-1,0,,False
239.58,C,Mid,OP-17,True,549.34,True,True,2018.0,24.8,aug,191,2,-1,0,,False
413.82,C,Low,OP-17,True,136.2,True,True,2018.0,21.7,aug,76,2,-1,0,,False
225.06,H,High,OP-1,True,544.4000000000001,False,True,2018.0,65.1,jul,588,1,-1,0,,False
217.8,C,Low,OP-17,True,867.84,False,True,2018.0,52.7,jul,124,1,-1,0,,False
254.1,C,Low,OP-17,True,55.08,True,True,2018.0,71.3,apr,93,3,-1,0,,True
232.32,D,Low,OP-1,True,300.0,False,False,2018.0,62.0,apr,219,4,-1,0,,False
217.8,D,Mid,OP-4,True,101.1,True,True,,80.6,jun,11,1,-1,0,,False
377.52,E,Mid,OP-17,True,474.98,False,True,,15.5,jun,21,17,-1,0,,False
377.52,D,Low,OP-1,True,27.52,False,True,,21.7,may,423,1,-1,0,,False
210.54,A,Low,OP-1,True,207.96,True,True,2018.0,93.0,jan,510,2,-1,0,,False
188.76,A,Mid,OP-1,True,172.86,True,True,2018.0,86.8,jan,214,1,-1,0,,False
254.1,E,Mid,OP-1,True,503.32,True,True,2019.0,65.1,nov,1441,3,-1,0,,False
392.04,B,Low,OP-1,True,153.36,False,True,2018.0,6.2,aug,155,2,-1,0,,False
319.44,C,Low,OP-4,True,1290.0800000000002,False,True,2018.0,68.2,jul,712,6,-1,0,,True
254.1,B,Low,OP-1,True,430.78,False,True,,86.8,may,199,1,-1,0,,False
246.84,F,Mid,OP-1,True,1363.14,True,True,2018.0,62.0,nov,205,6,-1,0,,False
268.62,C,High,OP-17,True,285.96000000000004,True,False,2018.0,43.4,aug,343,2,-1,0,,False
246.84,C,Low,OP-17,True,98.76,True,True,2018.0,55.8,aug,61,4,-1,0,,False
406.56,L,Low,OP-1,True,142.44,False,True,,46.5,may,221,1,-1,0,,False
254.1,B,High,OP-1,True,70.42,False,True,2018.0,15.5,may,192,2,-1,0,,False
232.32,C,Mid,OP-17,True,192.62,True,True,,89.9,may,187,3,-1,0,,False
261.36,H,Low,OP-1,True,-56.98,False,False,,40.3,may,106,1,-1,0,,False
283.14,H,High,OP-1,True,74.58,False,True,2018.0,93.0,jul,69,6,-1,0,,False
225.06,B,Mid,OP-1,True,569.62,False,True,2019.0,62.0,nov,55,2,-1,0,,False
196.02,F,Mid,OP-1,True,114.1,False,True,2018.0,37.2,may,13,5,-1,0,,False
333.96,F,High,OP-1,True,29.6,True,False,2019.0,52.7,oct,270,1,-1,0,,True
297.66,D,Low,OP-4,True,53.0,False,True,,93.0,may,232,3,-1,0,,False
275.88,H,Low,OP-1,True,534.52,False,True,2018.0,46.5,may,298,2,-1,0,,False
297.66,D,Low,OP-1,True,219.66,False,True,,40.3,may,161,1,-1,0,,False
246.84,D,Mid,OP-1,True,1020.98,False,True,,83.7,may,47,5,-1,0,,False
421.08,L,Low,OP-1,True,111.5,True,True,2018.0,21.7,aug,122,6,-1,0,,False
225.06,E,Mid,OP-17,False,-20.320000000000007,False,True,2018.0,62.0,nov,131,3,-1,0,,False
413.82,F,Low,OP-17,True,7090.9400000000005,True,False,,62.0,jun,174,3,-1,0,,False
261.36,D,High,OP-4,True,-27.08,False,True,2018.0,37.2,may,725,1,-1,0,,True
268.62,D,Low,OP-1,True,87.06,False,True,,27.9,may,137,2,-1,0,,False
239.58,C,Mid,OP-17,True,58.98,True,True,2018.0,62.0,aug,216,3,-1,0,,False
421.08,D,Low,OP-1,True,53.0,True,False,2018.0,43.4,apr,101,5,-1,0,,False
239.58,C,Low,OP-17,True,598.48,True,True,2018.0,62.0,nov,67,1,-1,0,,False
348.48,L,Low,OP-4,True,1397.98,False,True,,55.8,jun,88,8,-1,0,,False
290.4,B,High,,True,1192.84,False,True,,15.5,may,315,1,-1,0,,False
254.1,H,Low,OP-1,True,53.0,False,True,2018.0,62.0,apr,18,5,-1,0,,False
254.1,H,Mid,OP-1,True,273.22,False,True,2018.0,34.1,may,85,2,-1,0,,False
268.62,H,High,OP-17,True,1171.78,False,True,,71.3,may,168,1,-1,0,,False
421.08,K,Low,OP-4,True,53.0,False,True,2019.0,27.9,jul,148,1,-1,0,,False
268.62,F,High,OP-1,True,73.53999999999999,True,True,2018.0,65.1,jul,191,1,-1,0,,False
421.08,K,Low,OP-1,True,756.3000000000001,True,True,2019.0,43.4,aug,137,1,-1,0,,False
290.4,C,Low,OP-17,True,-75.70000000000002,True,False,2018.0,89.9,jul,303,2,-1,0,,False
428.34,L,High,OP-1,True,135.94,True,True,2018.0,74.4,jul,129,1,-1,0,,False
326.7,F,Mid,OP-17,True,53.0,False,True,2018.0,55.8,nov,139,2,-1,0,,False
421.08,F,High,OP-1,True,21.02,True,True,2018.0,15.5,aug,131,2,-1,0,,False
573.54,L,Low,OP-4,True,164.54000000000002,True,True,2019.0,24.8,jul,1006,2,-1,0,,True
355.74,D,High,,True,63.14,False,True,2018.0,40.3,may,27,5,-1,0,,False
188.76,F,Mid,OP-17,True,72.5,False,False,,58.9,may,351,1,-1,0,,False
225.06,B,Low,OP-1,True,-33.06,False,True,,71.3,may,203,5,-1,0,,False
421.08,C,Low,OP-4,True,72.76,False,True,2019.0,55.8,may,54,4,-1,0,,False
232.32,F,Low,OP-17,True,-220.78000000000003,False,True,2018.0,65.1,jul,357,3,-1,0,,False
210.54,E,Low,OP-1,True,33.239999999999995,False,True,,83.7,may,305,2,-1,0,,False
203.28,C,Mid,OP-1,True,477.58,True,True,2018.0,15.5,jun,275,1,-1,0,,True
370.26,F,Low,OP-1,True,173.38,False,True,,40.3,may,213,5,-1,0,,False
406.56,D,High,OP-4,True,838.46,True,True,,27.9,jun,419,2,-1,0,,False
232.32,C,Mid,OP-17,True,133.86,True,True,,37.2,may,757,2,-1,0,,True
312.18,D,Low,OP-1,True,80.3,True,False,2018.0,12.4,jul,668,2,-1,0,,False
319.44,B,Low,OP-1,True,1555.8,False,True,2018.0,3.1,apr,525,2,-1,0,,False
355.74,C,Low,OP-1,True,147.12,False,True,,12.4,jun,84,2,-1,0,,False
355.74,E,Low,OP-1,True,339.78000000000003,True,True,2018.0,37.2,aug,428,2,-1,0,,False
210.54,B,High,OP-1,True,74.84,False,True,2018.0,40.3,apr,1101,2,-1,0,,True
225.06,H,Low,OP-1,True,75.88,False,False,2018.0,24.8,aug,189,2,-1,0,,False
232.32,D,Low,OP-1,True,131.0,True,True,2018.0,18.6,feb,166,2,-1,0,,False
312.18,H,Low,OP-1,True,-67.9,False,False,2018.0,71.3,jul,166,1,-1,0,,False
384.78,D,Low,OP-4,True,538.6800000000001,True,True,2018.0,24.8,aug,156,4,-1,0,,False
355.74,E,Low,OP-1,True,722.76,False,True,2018.0,46.5,may,64,6,-1,0,,False
275.88,C,Low,OP-17,True,53.0,False,True,,62.0,may,206,1,-1,0,,False
254.1,E,Low,OP-17,True,2301.2200000000003,True,True,2018.0,58.9,nov,140,2,-1,0,,False
370.26,D,Low,OP-4,True,272.44,False,True,,89.9,may,184,3,-1,0,,False
428.34,L,Low,OP-1,True,1536.56,False,True,2018.0,77.5,jul,471,2,-1,0,,False
268.62,D,Low,,True,209.78,False,True,,71.3,may,773,2,-1,0,,False
225.06,B,Low,OP-1,True,160.38,False,True,,40.3,may,65,1,-1,0,,False
217.8,C,Mid,OP-17,True,105.26,False,True,2018.0,52.7,mar,325,2,-1,0,,True
355.74,F,High,OP-1,True,121.9,False,True,,37.2,may,274,6,-1,0,,False
377.52,B,Low,OP-1,True,165.06,True,True,2018.0,80.6,aug,73,17,-1,0,,False
319.44,F,High,,True,250.34,False,True,,71.3,may,397,1,-1,0,,False
413.82,L,Low,OP-17,True,61.06,True,True,2018.0,58.9,aug,260,2,-1,0,,False
304.92,E,Low,OP-17,True,53.0,True,True,2018.0,24.8,aug,118,6,-1,0,,False
384.78,G,Low,OP-1,True,22.32,False,True,,27.9,may,101,3,-1,0,,False
319.44,F,Low,OP-17,True,496.82,True,True,2018.0,24.8,aug,406,3,-1,0,,False
217.8,H,Low,OP-17,True,157.0,False,True,2018.0,21.7,may,223,1,-1,0,,False
319.44,H,Low,OP-1,True,53.0,False,False,,49.6,may,159,1,-1,0,,False
363.0,F,High,,True,756.5600000000001,False,True,,86.8,may,179,3,-1,0,,False
370.26,H,Mid,OP-17,True,57.16,False,True,2018.0,93.0,jan,158,1,-1,0,,False
363.0,C,Low,,True,912.04,True,True,,15.5,jun,1009,2,-1,0,,False
188.76,B,Mid,OP-1,True,119.56,False,True,2018.0,12.4,may,101,2,-1,0,,False
348.48,B,Mid,OP-4,True,442.74,False,True,2018.0,37.2,may,17,7,-1,0,,False
254.1,D,Low,OP-4,True,64.96000000000001,True,True,2018.0,24.8,jul,338,3,-1,0,,False
392.04,D,Low,OP-1,True,588.34,False,True,2018.0,77.5,aug,177,4,-1,0,,False
203.28,B,Mid,OP-1,True,135.42000000000002,False,True,,49.6,may,21,3,-1,0,,False
341.22,D,Low,OP-4,True,950.26,True,False,2018.0,65.1,nov,125,2,-1,0,,False
196.02,D,High,OP-1,True,53.26,False,True,2018.0,43.4,jul,116,3,-1,0,,False
377.52,C,High,OP-17,True,66.0,False,True,,37.2,jun,84,3,-1,0,,False
312.18,D,Low,OP-4,True,2062.02,False,True,,46.5,may,302,8,-1,0,,False
537.24,L,Low,OP-1,True,292.46000000000004,True,True,2019.0,52.7,apr,394,2,-1,0,,True
261.36,J,Mid,,True,153.36,True,True,,55.8,jun,359,2,-1,0,,False
239.58,F,Low,OP-17,True,4470.92,False,True,,89.9,may,58,1,-1,0,,False
268.62,D,Low,OP-1,True,103.96,False,True,,15.5,jun,66,3,-1,0,,False
246.84,D,Low,OP-1,True,-93.38,False,True,,80.6,may,252,1,-1,0,,False
428.34,D,Low,OP-4,True,247.48,True,True,,89.9,may,184,1,-1,0,,False
217.8,D,Low,OP-4,True,724.0600000000001,True,True,,37.2,may,221,2,-1,0,,False
326.7,C,Low,OP-17,True,-0.5600000000000023,False,True,2018.0,18.6,may,337,2,-1,0,,False
297.66,D,High,OP-4,True,225.64,True,False,2018.0,46.5,jul,955,5,-1,0,,True
348.48,F,Low,OP-1,True,86.02000000000001,True,False,2018.0,21.7,aug,524,5,-1,0,,False
348.48,D,Low,OP-4,True,104.74,True,True,2019.0,55.8,aug,29,2,-1,0,,False
246.84,E,Low,OP-4,True,238.12,False,True,,6.2,jun,326,3,-1,0,,False
370.26,B,High,OP-1,True,187.68,False,True,2019.0,52.7,nov,76,1,-1,0,,False
203.28,E,Mid,OP-17,True,53.0,False,True,2018.0,65.1,jul,479,1,-1,0,,False
232.32,F,Mid,OP-1,True,53.0,True,True,2018.0,55.8,aug,594,4,-1,0,,True
232.32,G,Low,OP-4,True,259.70000000000005,True,True,2018.0,24.8,aug,131,3,-1,0,,False
225.06,F,High,OP-1,True,105.52,False,True,2018.0,55.8,jul,146,1,-1,0,,False
261.36,F,High,OP-1,True,200.16,False,True,,62.0,may,129,2,-1,0,,False
225.06,E,Mid,OP-1,True,335.36,True,True,2018.0,62.0,nov,410,1,-1,0,,False
283.14,B,Low,OP-1,True,2490.24,False,True,,62.0,may,273,1,-1,0,,False
261.36,C,Low,OP-1,True,220.44,False,True,2018.0,55.8,nov,54,2,-1,0,,False
261.36,C,Low,OP-17,True,-23.960000000000008,False,True,2018.0,43.4,may,113,3,-1,0,,False
319.44,H,Low,OP-1,True,121.12,False,True,2018.0,27.9,jul,74,1,-1,0,,False
333.96,D,Low,OP-4,True,70.42,True,True,,74.4,jun,9,1,-1,0,,False
196.02,D,Mid,OP-1,True,56.64,True,True,,43.4,may,72,2,-1,0,,False
290.4,C,Low,OP-17,True,66.26,True,True,2018.0,58.9,aug,164,2,-1,0,,False
406.56,F,Low,OP-1,True,1109.38,True,False,2019.0,86.8,jul,31,4,-1,0,,False
254.1,G,Mid,OP-1,True,176.5,True,False,2018.0,65.1,jul,936,4,-1,0,,False
188.76,H,High,OP-1,False,52.22,False,True,,40.3,may,181,5,-1,0,,False
246.84,E,Mid,OP-17,True,173.12,True,True,2018.0,65.1,aug,1877,3,-1,0,,True
246.84,B,High,OP-1,True,105.52,False,True,,46.5,may,318,1,-1,0,,False
348.48,C,High,OP-17,True,398.28,False,True,,18.6,may,339,1,-1,0,,False
225.06,F,Mid,OP-1,True,154.66,True,True,2018.0,40.3,aug,336,2,-1,0,,False
275.88,C,Low,OP-17,True,950.52,True,True,2018.0,40.3,aug,132,2,-1,0,,False
217.8,D,Low,OP-4,True,-81.68,False,False,,86.8,may,244,6,-1,0,,False
225.06,D,Low,OP-4,True,53.0,False,False,,37.2,may,59,4,-1,0,,False
239.58,D,Low,OP-4,True,293.5,True,True,2018.0,62.0,nov,884,3,-1,0,,False
413.82,L,Low,OP-4,True,263.08000000000004,True,True,2019.0,21.7,jul,274,1,-1,0,,False
304.92,F,Low,OP-17,True,256.32,True,True,2018.0,9.3,apr,285,1,-1,0,,False
326.7,F,Low,OP-1,True,75.88,True,True,2018.0,89.9,aug,150,2,-1,0,,False
217.8,C,Mid,OP-17,True,621.36,False,True,,9.3,jun,366,1,-1,0,,False
254.1,H,Low,OP-17,True,53.0,False,True,2018.0,86.8,jul,151,7,-1,0,,False
363.0,D,Low,OP-1,True,100.06,False,True,2018.0,52.7,apr,599,2,-1,0,,False
384.78,F,High,OP-1,True,136.2,True,True,2018.0,27.9,jul,175,1,-1,0,,False
283.14,C,Mid,OP-1,True,62.36,True,True,2018.0,89.9,aug,70,2,-1,0,,False
341.22,B,High,OP-1,True,1328.56,False,True,,43.4,may,389,1,-1,0,,False
254.1,F,Mid,OP-17,True,175.2,False,True,2018.0,77.5,jul,743,13,-1,0,,True
246.84,F,Mid,OP-1,True,98.24,True,True,2019.0,34.1,may,259,4,-1,0,,False
406.56,C,Low,OP-17,True,5685.64,True,True,,52.7,jun,214,8,-1,0,,False
326.7,F,Low,OP-1,True,487.98,True,True,2018.0,71.3,oct,76,1,-1,0,,False
217.8,C,Mid,OP-17,False,62.1,True,True,2018.0,93.0,jul,185,4,-1,0,,False
217.8,B,Low,OP-1,True,234.74,False,True,,89.9,may,544,1,-1,0,,False
290.4,F,Low,OP-1,True,383.2,True,True,2018.0,52.7,apr,342,2,-1,0,,False
355.74,D,Low,OP-1,True,38.7,True,True,,52.7,jun,150,3,-1,0,,False
225.06,F,Mid,OP-17,True,368.64,True,True,2018.0,9.3,feb,39,1,-1,0,,False
145.2,J,Mid,OP-1,True,183.52,True,True,2018.0,93.0,apr,261,1,-1,0,,True
486.42,L,Low,,True,233.96,True,True,2019.0,12.4,may,77,2,-1,0,,False
428.34,H,Low,OP-1,True,265.42,True,True,2018.0,27.9,apr,304,1,-1,0,,False
196.02,B,High,OP-1,True,55.6,False,True,2018.0,68.2,jul,527,1,-1,0,,False
319.44,C,High,OP-17,True,176.76,False,False,,80.6,may,127,2,-1,0,,False
232.32,B,Mid,OP-1,True,53.0,False,True,2018.0,96.1,jul,99,13,-1,0,,False
261.36,F,High,OP-1,True,-60.10000000000001,False,True,,6.2,jun,85,8,-1,0,,False
210.54,D,Mid,OP-1,True,253.2,False,True,2018.0,52.7,apr,341,1,-1,0,,False
421.08,L,High,OP-4,True,712.88,False,True,2018.0,96.1,jul,307,6,-1,0,,False
392.04,D,Low,OP-4,True,646.0600000000001,False,True,,62.0,jun,158,1,-1,0,,False
326.7,C,Low,OP-17,True,450.54,True,True,2018.0,93.0,jun,160,1,-1,0,,False
319.44,D,Low,OP-4,True,162.2,False,True,,21.7,may,110,2,-1,0,,False
370.26,D,Low,OP-1,True,634.62,False,True,,89.9,may,619,1,-1,0,,False
392.04,B,Low,OP-1,True,94.08,False,True,,58.9,may,198,1,-1,0,,False
363.0,D,Low,OP-4,True,355.64,False,True,,24.8,may,166,2,-1,0,,False
319.44,B,Low,OP-1,True,60.02,True,True,2018.0,77.5,may,485,1,-1,0,,False
399.3,C,High,OP-17,True,468.48,True,True,2018.0,68.2,aug,607,4,-1,0,,False
413.82,L,Low,OP-17,True,53.0,False,False,,86.8,may,648,1,-1,0,,True
217.8,C,Mid,OP-17,True,65.22,True,False,2018.0,96.1,jul,11,17,-1,0,,False
363.0,B,Low,OP-1,True,461.72,False,True,2018.0,27.9,jul,185,1,-1,0,,False
261.36,C,Low,OP-17,True,829.62,False,True,2018.0,37.2,aug,307,1,-1,0,,True
268.62,G,Mid,OP-17,True,434.42,False,False,2018.0,52.7,nov,349,1,-1,0,,False
217.8,F,Low,OP-1,True,149.46,True,True,2018.0,21.7,aug,124,2,-1,0,,False
297.66,G,Low,OP-4,True,63.14,False,True,2018.0,65.1,nov,549,2,-1,0,,True
283.14,C,Low,OP-1,True,53.0,False,True,2018.0,83.7,aug,63,3,-1,0,,False
421.08,L,Low,OP-1,True,308.58000000000004,True,True,2018.0,15.5,aug,139,1,-1,0,,False
261.36,C,Low,OP-17,True,2477.24,False,True,2018.0,93.0,mar,138,8,-1,0,,False
384.78,G,Low,,True,60.28,True,True,2018.0,96.1,jul,117,2,-1,0,,False
239.58,D,Mid,OP-1,True,234.22,True,True,2018.0,18.6,feb,860,2,-1,0,,True
450.12,L,High,OP-17,True,53.0,True,True,2018.0,40.3,nov,227,2,-1,0,,True
333.96,H,High,OP-1,True,1971.28,True,True,2018.0,55.8,nov,466,1,-1,0,,False
246.84,D,Low,OP-1,True,136.72,False,True,2018.0,62.0,apr,10,3,-1,0,,False
290.4,C,Low,OP-17,True,323.66,False,True,,37.2,jun,73,1,-1,0,,False
297.66,D,Low,OP-4,True,154.14,False,True,,49.6,jun,127,2,-1,0,,False
312.18,D,Low,OP-4,True,28.82,False,True,,80.6,may,402,2,-1,0,,False
159.72,F,Mid,OP-1,True,139.57999999999998,True,False,2019.0,37.2,nov,129,1,-1,0,,False
312.18,F,Low,OP-1,True,130.22,False,True,2018.0,43.4,oct,119,3,-1,0,,False
297.66,H,Mid,OP-17,True,308.32000000000005,True,True,2018.0,71.3,jul,105,1,-1,0,,False
297.66,C,Mid,OP-1,True,251.64,True,True,2018.0,37.2,jun,230,2,-1,0,,False
377.52,,Low,,True,395.42,True,True,,37.2,jun,58,1,-1,0,,False
261.36,C,Low,OP-17,True,164.28,True,True,,86.8,may,121,1,-1,0,,False
421.08,L,Low,OP-1,True,160.38,True,True,2018.0,83.7,aug,104,5,-1,0,,False
326.7,,Low,OP-4,True,64.44,True,True,,34.1,jun,81,1,-1,0,,False
232.32,D,Mid,OP-1,True,500.46,False,True,,65.1,may,650,2,-1,0,,False
268.62,F,Mid,OP-1,True,68.86,False,True,,58.9,may,182,8,-1,0,,False
428.34,C,Low,OP-17,True,542.06,True,True,2018.0,58.9,nov,456,2,-1,0,,False
413.82,L,High,OP-1,True,-33.06,False,True,,18.6,may,531,1,-1,0,,False
246.84,D,Low,OP-1,True,187.68,False,True,2018.0,34.1,may,206,1,-1,0,,False
355.74,D,High,OP-4,True,56.9,False,True,,83.7,may,550,7,-1,0,,False
254.1,H,Low,OP-1,True,53.0,False,True,2018.0,21.7,may,121,2,-1,0,,False
326.7,B,High,OP-1,True,75.88,True,False,2018.0,21.7,jul,332,1,-1,0,,False
384.78,F,High,OP-1,True,248.26,False,True,,49.6,may,343,4,-1,0,,False
290.4,B,Low,OP-1,True,253.46,False,True,2018.0,46.5,may,173,4,-1,0,,False
399.3,G,Low,OP-1,True,2160.04,True,True,2018.0,18.6,feb,213,2,-1,0,,False
188.76,C,Mid,OP-17,True,106.3,True,True,,80.6,may,111,1,-1,0,,False
348.48,H,Low,OP-1,True,54.3,False,True,,21.7,may,697,2,-1,0,,False
377.52,D,Low,OP-1,True,343.42,False,True,2018.0,40.3,may,365,1,-1,0,,False
275.88,B,Mid,OP-1,True,638.78,False,True,2018.0,40.3,may,937,3,-1,0,,True
225.06,E,Mid,OP-1,True,105.78,True,False,2018.0,58.9,nov,177,1,-1,0,,False
210.54,C,Mid,OP-1,True,204.84,False,True,,49.6,jun,541,19,-1,0,,False
566.28,L,Low,OP-17,True,111.76,True,True,2019.0,18.6,nov,136,1,-1,0,,False
428.34,D,Low,OP-1,True,1434.64,False,True,2018.0,15.5,may,200,3,-1,0,,False
312.18,F,Mid,OP-17,True,7263.58,False,True,,9.3,jun,164,7,-1,0,,False
261.36,D,Low,OP-1,True,419.34,True,True,,52.7,jun,235,2,-1,0,,False
188.76,J,Mid,OP-1,True,721.72,False,True,2018.0,15.5,may,620,1,-1,0,,False
348.48,H,Low,OP-1,True,849.64,False,True,2019.0,46.5,jul,159,2,-1,0,,False
203.28,F,Mid,OP-17,True,100.58,False,False,,86.8,may,62,2,-1,0,,False
246.84,F,Low,OP-1,True,-36.96000000000001,True,True,2018.0,40.3,aug,136,4,-1,0,,False
363.0,C,Mid,OP-17,True,365.0,True,True,2018.0,43.4,aug,904,3,-1,0,,True
399.3,D,Low,OP-4,True,216.02,False,True,,15.5,may,247,1,-1,0,,False
203.28,H,Mid,,True,98.24,True,True,2018.0,86.8,sep,184,1,-1,0,,False
225.06,D,Low,OP-4,True,53.52,False,False,2018.0,31.0,jul,112,1,-1,0,,False
217.8,D,Low,OP-1,True,27.26,False,True,2018.0,46.5,may,144,5,-1,0,,False
239.58,C,Mid,OP-17,True,53.0,True,True,2018.0,86.8,aug,236,10,-1,0,,False
392.04,C,High,OP-17,True,617.46,False,False,2019.0,55.8,nov,1034,1,-1,0,,True
508.2,L,Low,OP-4,True,1036.3200000000002,True,True,2018.0,49.6,mar,618,1,-1,0,,False
275.88,F,Low,OP-1,True,562.6,False,True,2018.0,65.1,aug,161,2,-1,0,,False
261.36,D,Low,OP-4,True,53.0,False,True,2018.0,55.8,nov,618,2,-1,0,,False
239.58,C,Low,OP-17,True,129.96,True,True,2018.0,49.6,jul,90,2,-1,0,,False
384.78,K,Low,OP-4,True,724.0600000000001,True,True,2018.0,46.5,apr,99,1,-1,0,,False
319.44,B,Low,OP-1,True,570.14,False,False,2018.0,62.0,apr,106,2,-1,0,,False
486.42,L,Low,OP-4,True,651.26,True,True,2018.0,49.6,apr,124,1,-1,0,,False
246.84,F,Low,OP-1,True,107.34,False,False,2018.0,24.8,apr,375,2,-1,0,,False
246.84,F,High,OP-17,True,228.24,False,True,2018.0,21.7,aug,587,2,-1,0,,True
341.22,D,Low,OP-1,True,1432.56,False,True,,46.5,may,322,1,-1,0,,False
370.26,C,Low,OP-17,True,49.1,True,True,2018.0,77.5,jul,212,2,-1,0,,False
384.78,B,High,OP-1,True,-182.3,False,True,,86.8,may,213,1,-1,0,,False
319.44,E,Mid,OP-17,True,763.84,False,True,2018.0,37.2,may,897,4,-1,0,,True
246.84,H,Low,OP-1,True,212.38,False,True,2018.0,12.4,jun,80,1,-1,0,,False
370.26,D,High,OP-4,True,270.62,True,True,2019.0,93.0,jul,41,2,-1,0,,False
312.18,D,Low,OP-1,True,2889.6,False,True,2018.0,46.5,may,66,2,-1,0,,False
261.36,H,Mid,OP-1,True,65.22,True,False,2018.0,27.9,jul,36,6,-1,0,,False
363.0,G,Low,OP-1,True,315.86,False,True,2019.0,93.0,jul,340,2,-1,0,,False
268.62,,Low,,True,494.74,True,True,,27.9,jun,63,1,-1,0,,False
428.34,L,High,OP-1,True,319.76,True,True,,15.5,nov,669,1,-1,0,,True
254.1,B,Low,OP-1,True,53.0,True,False,2019.0,27.9,jul,42,1,-1,0,,False
304.92,E,High,OP-17,True,146.60000000000002,False,True,,74.4,jun,110,5,-1,0,,False
232.32,H,Mid,OP-1,True,214.2,False,True,,80.6,may,1234,3,-1,0,,True
297.66,H,Low,OP-17,True,387.62,True,True,,49.6,jun,286,1,-1,0,,False
297.66,F,Low,OP-17,True,99.02,False,True,2019.0,34.1,jul,117,2,-1,0,,False
508.2,L,High,OP-4,True,1231.06,True,True,2018.0,55.8,may,445,1,-1,0,,False
239.58,C,Mid,OP-17,True,572.48,True,True,2018.0,58.9,nov,570,1,-1,0,,False
232.32,C,Low,OP-17,True,1581.28,True,True,2018.0,58.9,aug,159,2,-1,0,,False
377.52,D,High,OP-4,True,3.3399999999999963,False,True,,46.5,may,755,1,-1,0,,True
254.1,C,Low,OP-17,True,874.86,True,True,2018.0,24.8,aug,433,2,-1,0,,False
225.06,F,Mid,OP-17,True,166.88,False,True,2018.0,37.2,aug,130,2,-1,0,,False
232.32,D,Low,OP-4,True,70.16,True,True,2018.0,58.9,nov,244,1,-1,0,,False
